item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mix_prob,threshold_gap,increment_selection_role,increment_rank,increment_pool_size,increment_reference_field,increment_reference_value,fp_margin
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love on the Brain\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Falsetto_Group/0006.wav,English,EN-Tenor-1,Love on the Brain,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.972831,,hard_negative,11,96,mix_prob,0.972831,0.547831
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Cardigan\Falsetto_Group\0007.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Cardigan/Falsetto_Group/0007.wav,English,EN-Tenor-1,Cardigan,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.966362,,hard_negative,12,96,mix_prob,0.966362,0.541362
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\I Knew You Were Trouble\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/I Knew You Were Trouble/Falsetto_Group/0004.wav,English,EN-Tenor-1,I Knew You Were Trouble,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.963894,,hard_negative,13,96,mix_prob,0.963894,0.538894
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Call Out My Name\Falsetto_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Falsetto_Group/0003.wav,English,EN-Tenor-1,Call Out My Name,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.9635,,hard_negative,14,96,mix_prob,0.9635,0.5385
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love Story\Control_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love Story/Control_Group/0002.wav,English,EN-Tenor-1,Love Story,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.96008,,hard_negative,15,96,mix_prob,0.96008,0.53508
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Exile\Control_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Exile/Control_Group/0004.wav,English,EN-Tenor-1,Exile,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.959348,,hard_negative,16,96,mix_prob,0.959348,0.534348
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love Story\Control_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love Story/Control_Group/0006.wav,English,EN-Tenor-1,Love Story,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.957304,,hard_negative,17,96,mix_prob,0.957304,0.532304
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Exile\Control_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Exile/Control_Group/0003.wav,English,EN-Tenor-1,Exile,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.952789,,hard_negative,18,96,mix_prob,0.952789,0.527789
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Young and Beautiful\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0002.wav,English,EN-Tenor-1,Young and Beautiful,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.938694,,hard_negative,19,96,mix_prob,0.938694,0.513694
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\You Belong With Me\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/You Belong With Me/Falsetto_Group/0002.wav,English,EN-Tenor-1,You Belong With Me,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.936876,,hard_negative,20,96,mix_prob,0.936876,0.511876
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\August\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Falsetto_Group/0002.wav,English,EN-Tenor-1,August,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.933973,,hard_negative,21,96,mix_prob,0.933973,0.508973
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Cardigan\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Cardigan/Falsetto_Group/0008.wav,English,EN-Tenor-1,Cardigan,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.933504,,hard_negative,22,96,mix_prob,0.933504,0.508504
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Blank Space#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Blank Space\Control_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Blank Space/Control_Group/0002.wav,English,EN-Tenor-1,Blank Space,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.931192,,hard_negative,23,96,mix_prob,0.931192,0.506192
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\August\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Falsetto_Group/0005.wav,English,EN-Tenor-1,August,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.931141,,hard_negative,24,96,mix_prob,0.931141,0.506141
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love Story\Control_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love Story/Control_Group/0000.wav,English,EN-Tenor-1,Love Story,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.929867,,hard_negative,25,96,mix_prob,0.929867,0.504867
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Cardigan\Falsetto_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Cardigan/Falsetto_Group/0003.wav,English,EN-Tenor-1,Cardigan,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.928413,,hard_negative,26,96,mix_prob,0.928413,0.503413
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Blank Space#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Blank Space\Control_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Blank Space/Control_Group/0001.wav,English,EN-Tenor-1,Blank Space,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.928361,,hard_negative,27,96,mix_prob,0.928361,0.503361
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Blank Space#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Blank Space\Control_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Blank Space/Control_Group/0000.wav,English,EN-Tenor-1,Blank Space,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.928009,,hard_negative,28,96,mix_prob,0.928009,0.503009
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Falsetto_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Young and Beautiful\Falsetto_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0001.wav,English,EN-Tenor-1,Young and Beautiful,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.927403,,hard_negative,29,96,mix_prob,0.927403,0.502403
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Exile\Control_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Exile/Control_Group/0002.wav,English,EN-Tenor-1,Exile,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.924896,,hard_negative,30,96,mix_prob,0.924896,0.499896
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love on the Brain\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Falsetto_Group/0002.wav,English,EN-Tenor-1,Love on the Brain,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.924569,,hard_negative,31,96,mix_prob,0.924569,0.499569
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Someone You Loved\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0000.wav,English,EN-Tenor-1,Someone You Loved,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.923234,,hard_negative,32,96,mix_prob,0.923234,0.498234
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Shallow\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Falsetto_Group/0005.wav,English,EN-Tenor-1,Shallow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.920623,,hard_negative,33,96,mix_prob,0.920623,0.495623
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Young and Beautiful\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0006.wav,English,EN-Tenor-1,Young and Beautiful,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.913944,,hard_negative,34,96,mix_prob,0.913944,0.488944
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Look What You Make Me Do#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Look What You Make Me Do\Control_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0000.wav,English,EN-Tenor-1,Look What You Make Me Do,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.912538,,hard_negative,35,96,mix_prob,0.912538,0.487538
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Lavender Haze#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Lavender Haze\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Lavender Haze/Falsetto_Group/0002.wav,English,EN-Tenor-1,Lavender Haze,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.908802,,hard_negative,36,96,mix_prob,0.908802,0.483802
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Diamonds\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Diamonds/Falsetto_Group/0006.wav,English,EN-Tenor-1,Diamonds,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.906937,,hard_negative,37,96,mix_prob,0.906937,0.481937
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Wildest Dreams\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Wildest Dreams/Falsetto_Group/0002.wav,English,EN-Tenor-1,Wildest Dreams,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.905695,,hard_negative,38,96,mix_prob,0.905695,0.480695
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Unconditionally\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Falsetto_Group/0006.wav,English,EN-Tenor-1,Unconditionally,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.902482,,hard_negative,39,96,mix_prob,0.902482,0.477482
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love Story\Control_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love Story/Control_Group/0005.wav,English,EN-Tenor-1,Love Story,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.896732,,hard_negative,40,96,mix_prob,0.896732,0.471732
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Shallow\Falsetto_Group\0009.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Falsetto_Group/0009.wav,English,EN-Tenor-1,Shallow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.894524,,hard_negative,41,96,mix_prob,0.894524,0.469524
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Umbrella\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Umbrella/Falsetto_Group/0002.wav,English,EN-Tenor-1,Umbrella,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.893029,,hard_negative,42,96,mix_prob,0.893029,0.468029
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\You Belong With Me\Falsetto_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/You Belong With Me/Falsetto_Group/0001.wav,English,EN-Tenor-1,You Belong With Me,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.890251,,hard_negative,43,96,mix_prob,0.890251,0.465251
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Shallow\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Falsetto_Group/0004.wav,English,EN-Tenor-1,Shallow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.885735,,hard_negative,44,96,mix_prob,0.885735,0.460735
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Young and Beautiful\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Young and Beautiful/Falsetto_Group/0000.wav,English,EN-Tenor-1,Young and Beautiful,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.884584,,hard_negative,45,96,mix_prob,0.884584,0.459584
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\I Knew You Were Trouble\Control_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/I Knew You Were Trouble/Control_Group/0004.wav,English,EN-Tenor-1,I Knew You Were Trouble,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.883,,hard_negative,46,96,mix_prob,0.883,0.458
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Take a Bow\Control_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Control_Group/0006.wav,English,EN-Tenor-1,Take a Bow,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.881819,,hard_negative,47,96,mix_prob,0.881819,0.456819
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Unconditionally\Control_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0004.wav,English,EN-Tenor-1,Unconditionally,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.877801,,hard_negative,48,96,mix_prob,0.877801,0.452801
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Wildest Dreams\Falsetto_Group\0007.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Wildest Dreams/Falsetto_Group/0007.wav,English,EN-Tenor-1,Wildest Dreams,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.877759,,hard_negative,49,96,mix_prob,0.877759,0.452759
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Unconditionally\Control_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Control_Group/0003.wav,English,EN-Tenor-1,Unconditionally,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.876879,,hard_negative,50,96,mix_prob,0.876879,0.451879
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Enchanted#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Enchanted\Control_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Enchanted/Control_Group/0005.wav,English,EN-Tenor-1,Enchanted,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.876459,,hard_negative,51,96,mix_prob,0.876459,0.451459
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Take a Bow\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0008.wav,English,EN-Tenor-1,Take a Bow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.875761,,hard_negative,52,96,mix_prob,0.875761,0.450761
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Shallow\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Falsetto_Group/0000.wav,English,EN-Tenor-1,Shallow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.872528,,hard_negative,53,96,mix_prob,0.872528,0.447528
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Dark Paradise#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Dark Paradise\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Dark Paradise/Falsetto_Group/0000.wav,English,EN-Tenor-1,Dark Paradise,Falsetto_Group,0,1,1,0,0,0,1,non_mix,011000,falsetto_group,0.855055,,hard_negative,54,96,mix_prob,0.855055,0.430055
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Style\Control_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Style/Control_Group/0002.wav,English,EN-Tenor-1,Style,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.854386,,hard_negative,55,96,mix_prob,0.854386,0.429386
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Firework\Falsetto_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Firework/Falsetto_Group/0001.wav,English,EN-Tenor-1,Firework,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.850151,,hard_negative,56,96,mix_prob,0.850151,0.425151
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Call Out My Name\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Falsetto_Group/0002.wav,English,EN-Tenor-1,Call Out My Name,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.848192,,hard_negative,57,96,mix_prob,0.848192,0.423192
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Firework\Falsetto_Group\0010.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Firework/Falsetto_Group/0010.wav,English,EN-Tenor-1,Firework,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.846228,,hard_negative,58,96,mix_prob,0.846228,0.421228
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Wildest Dreams\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Wildest Dreams/Falsetto_Group/0004.wav,English,EN-Tenor-1,Wildest Dreams,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.845621,,hard_negative,59,96,mix_prob,0.845621,0.420621
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Take a Bow\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0005.wav,English,EN-Tenor-1,Take a Bow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.840174,,hard_negative,60,96,mix_prob,0.840174,0.415174
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Umbrella\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Umbrella/Falsetto_Group/0005.wav,English,EN-Tenor-1,Umbrella,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.838651,,hard_negative,61,96,mix_prob,0.838651,0.413651
