wav_path,breath,anchor_ratio,anchor_time_sec,language,singer,song_name,song_key,ap_duration_sec
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\avant\Control_Group\0005.wav,1,0.540191,7.03,French,FR-Tenor-1,avant,French/FR-Tenor-1/avant,0.633
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\残酷月光\Control_Group\0006.wav,0,0.462999,4.755,Chinese,ZH-Tenor-1,残酷月光,Chinese/ZH-Tenor-1/残酷月光,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\安和桥\Vibrato_Group\0009.wav,0,0.297422,1.615,Chinese,ZH-Alto-1,安和桥,Chinese/ZH-Alto-1/安和桥,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\传奇\Control_Group\0007.wav,0,0.107233,1.275,Chinese,ZH-Tenor-1,传奇,Chinese/ZH-Tenor-1/传奇,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\最初的梦想\Control_Group\0014.wav,1,0.095314,1.01,Chinese,ZH-Tenor-1,最初的梦想,Chinese/ZH-Tenor-1/最初的梦想,0.22
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\je ne sais pas choisir\Control_Group\0000.wav,1,0.124844,0.51,French,FR-Soprano-1,je ne sais pas choisir,French/FR-Soprano-1/je ne sais pas choisir,1.02
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\年轮\Vibrato_Group\0003.wav,0,0.150875,1.465,Chinese,ZH-Alto-1,年轮,Chinese/ZH-Alto-1/年轮,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\你给我听好\Vibrato_Group\0007.wav,1,0.50533,4.74,Chinese,ZH-Tenor-1,你给我听好,Chinese/ZH-Tenor-1/你给我听好,0.26
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\走着走着就散了\Falsetto_Group\0006.wav,0,0.493382,3.355,Chinese,ZH-Tenor-1,走着走着就散了,Chinese/ZH-Tenor-1/走着走着就散了,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\最初的梦想\Falsetto_Group\0003.wav,0,0.161132,1.31,Chinese,ZH-Tenor-1,最初的梦想,Chinese/ZH-Tenor-1/最初的梦想,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\水星记\Vibrato_Group\0014.wav,0,0.084963,1.26,Chinese,ZH-Tenor-1,水星记,Chinese/ZH-Tenor-1/水星记,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\默\Control_Group\0001.wav,0,0.404501,3.685,Chinese,ZH-Alto-1,默,Chinese/ZH-Alto-1/默,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\逆光\Control_Group\0000.wav,0,0.139469,1.47,Chinese,ZH-Alto-1,逆光,Chinese/ZH-Alto-1/逆光,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Vibrato_Group\0023.wav,0,0.178648,1.665,Chinese,ZH-Alto-1,不再见,Chinese/ZH-Alto-1/不再见,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Glissando\manon\Glissando_Group\0007.wav,0,0.64613,7.22,French,FR-Tenor-1,manon,French/FR-Tenor-1/manon,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\我的歌声里\Mixed_Voice_Group\0017.wav,0,0.533747,3.875,Chinese,ZH-Alto-1,我的歌声里,Chinese/ZH-Alto-1/我的歌声里,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\想自由\Mixed_Voice_Group\0007.wav,1,0.580274,5.454,Chinese,ZH-Tenor-1,想自由,Chinese/ZH-Tenor-1/想自由,0.39
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\eden eden\Control_Group\0015.wav,1,0.376339,5.974,French,FR-Soprano-1,eden eden,French/FR-Soprano-1/eden eden,0.804
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\平凡的一天\Glissando_Group\0003.wav,0,0.449873,3.531,Chinese,ZH-Alto-1,平凡的一天,Chinese/ZH-Alto-1/平凡的一天,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\可乐\Breathy_Group\0009.wav,0,0.475208,4.025,Chinese,ZH-Alto-1,可乐,Chinese/ZH-Alto-1/可乐,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\知足\Control_Group\0014.wav,0,0.595559,4.425,Chinese,ZH-Alto-1,知足,Chinese/ZH-Alto-1/知足,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Vibrato_Group\0000.wav,0,0.575054,5.325,Chinese,ZH-Alto-1,多远都要在一起,Chinese/ZH-Alto-1/多远都要在一起,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\奇妙能力歌\Falsetto_Group\0001.wav,0,0.504861,3.998,Chinese,ZH-Alto-1,奇妙能力歌,Chinese/ZH-Alto-1/奇妙能力歌,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\la vaguelette\Paired_Speech_Group\0000.wav,0,0.27186,1.396,French,FR-Soprano-1,la vaguelette,French/FR-Soprano-1/la vaguelette,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\la vaguelette\Falsetto_Group\0004.wav,1,0.899883,11.776,French,FR-Soprano-1,la vaguelette,French/FR-Soprano-1/la vaguelette,0.421
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\最初的梦想\Mixed_Voice_Group\0012.wav,1,0.335775,2.75,Chinese,ZH-Tenor-1,最初的梦想,Chinese/ZH-Tenor-1/最初的梦想,0.3
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\aimer\Vibrato_Group\0006.wav,1,0.157233,1.445,French,FR-Soprano-1,aimer,French/FR-Soprano-1/aimer,0.101
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0001.wav,0,0.609211,4.63,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\残酷月光\Glissando_Group\0008.wav,1,0.503711,3.869,Chinese,ZH-Tenor-1,残酷月光,Chinese/ZH-Tenor-1/残酷月光,0.323
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\匆匆那年\Falsetto_Group\0008.wav,0,0.649076,6.322,Chinese,ZH-Alto-1,匆匆那年,Chinese/ZH-Alto-1/匆匆那年,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\guel ennui\Control_Group\0001.wav,0,0.553722,5.252,French,FR-Soprano-1,guel ennui,French/FR-Soprano-1/guel ennui,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\你就不要想起我\Control_Group\0003.wav,1,0.412583,3.115,Chinese,ZH-Alto-1,你就不要想起我,Chinese/ZH-Alto-1/你就不要想起我,0.41
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\不染\Control_Group\0001.wav,0,0.198716,1.316,Chinese,ZH-Tenor-1,不染,Chinese/ZH-Tenor-1/不染,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\ouvre\Control_Group\0004.wav,0,0.145277,1.625,French,FR-Tenor-1,ouvre,French/FR-Tenor-1/ouvre,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\lentement\Mixed_Voice_Group\0008.wav,0,0.23347,2.571,French,FR-Soprano-1,lentement,French/FR-Soprano-1/lentement,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\逆光\Falsetto_Group\0000.wav,0,0.147525,1.49,Chinese,ZH-Alto-1,逆光,Chinese/ZH-Alto-1/逆光,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Glissando\o souverain\Glissando_Group\0004.wav,1,0.47753,5.77,French,FR-Tenor-1,o souverain,French/FR-Tenor-1/o souverain,0.702
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\给电影人的情书\Breathy_Group\0017.wav,1,0.819278,5.5,Chinese,ZH-Tenor-1,给电影人的情书,Chinese/ZH-Tenor-1/给电影人的情书,0.28
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\偏爱\Control_Group\0015.wav,1,0.390447,2.673,Chinese,ZH-Tenor-1,偏爱,Chinese/ZH-Tenor-1/偏爱,0.226
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\画心\Control_Group\0002.wav,0,0.359937,2.3,Chinese,ZH-Tenor-1,画心,Chinese/ZH-Tenor-1/画心,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\温柔\Control_Group\0008.wav,1,0.63843,4.635,Chinese,ZH-Alto-1,温柔,Chinese/ZH-Alto-1/温柔,0.51
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\情歌\Pharyngeal_Group\0000.wav,0,0.205331,1.425,Chinese,ZH-Tenor-1,情歌,Chinese/ZH-Tenor-1/情歌,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0003.wav,0,0.575312,3.705,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\倒带\Control_Group\0002.wav,0,0.643595,6.23,Chinese,ZH-Tenor-1,倒带,Chinese/ZH-Tenor-1/倒带,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\o souverain\Breathy_Group\0005.wav,0,0.279912,2.732,French,FR-Tenor-1,o souverain,French/FR-Tenor-1/o souverain,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\贝加尔湖畔\Falsetto_Group\0003.wav,0,0.505947,4.296,Chinese,ZH-Alto-1,贝加尔湖畔,Chinese/ZH-Alto-1/贝加尔湖畔,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\传奇\Control_Group\0000.wav,0,0.477905,2.92,Chinese,ZH-Tenor-1,传奇,Chinese/ZH-Tenor-1/传奇,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\情歌\Falsetto_Group\0013.wav,1,0.761364,5.025,Chinese,ZH-Tenor-1,情歌,Chinese/ZH-Tenor-1/情歌,0.43
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\化身孤岛的鲸\Control_Group\0009.wav,0,0.146371,1.49,Chinese,ZH-Tenor-1,化身孤岛的鲸,Chinese/ZH-Tenor-1/化身孤岛的鲸,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\la terre\Falsetto_Group\0002.wav,1,0.51546,8.585,French,FR-Soprano-1,la terre,French/FR-Soprano-1/la terre,0.947
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\奇妙能力歌\Control_Group\0007.wav,0,0.51451,3.475,Chinese,ZH-Alto-1,奇妙能力歌,Chinese/ZH-Alto-1/奇妙能力歌,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\情歌\Falsetto_Group\0025.wav,1,0.50941,4.06,Chinese,ZH-Tenor-1,情歌,Chinese/ZH-Tenor-1/情歌,0.54
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\年轮\Vibrato_Group\0006.wav,0,0.150121,1.24,Chinese,ZH-Alto-1,年轮,Chinese/ZH-Alto-1/年轮,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\枫\Mixed_Voice_Group\0003.wav,0,0.226708,1.46,Chinese,ZH-Tenor-1,枫,Chinese/ZH-Tenor-1/枫,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Glissando\Les Marionnettes\Control_Group\0005.wav,1,0.918754,14.545,French,FR-Tenor-1,Les Marionnettes,French/FR-Tenor-1/Les Marionnettes,0.45
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\化身孤岛的鲸\Control_Group\0004.wav,0,0.577957,4.3,Chinese,ZH-Tenor-1,化身孤岛的鲸,Chinese/ZH-Tenor-1/化身孤岛的鲸,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\不染\Control_Group\0013.wav,1,0.699746,4.675,Chinese,ZH-Tenor-1,不染,Chinese/ZH-Tenor-1/不染,0.45
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\给电影人的情书\Breathy_Group\0002.wav,0,0.156344,1.454,Chinese,ZH-Tenor-1,给电影人的情书,Chinese/ZH-Tenor-1/给电影人的情书,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\o souverain\Control_Group\0000.wav,1,0.32853,3.659,French,FR-Tenor-1,o souverain,French/FR-Tenor-1/o souverain,1.083
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\化身孤岛的鲸\Control_Group\0005.wav,0,0.481317,7.6,Chinese,ZH-Alto-1,化身孤岛的鲸,Chinese/ZH-Alto-1/化身孤岛的鲸,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Pharyngeal_Group\0000.wav,0,0.428842,4.861,Chinese,ZH-Alto-1,失落沙洲,Chinese/ZH-Alto-1/失落沙洲,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\nos ballades\Mixed_Voice_Group\0001.wav,0,0.133045,1.308,French,FR-Soprano-1,nos ballades,French/FR-Soprano-1/nos ballades,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\不要忘记我爱你\Control_Group\0002.wav,1,0.501429,3.51,Chinese,ZH-Tenor-1,不要忘记我爱你,Chinese/ZH-Tenor-1/不要忘记我爱你,0.42
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\la famillle que l'on a choisie\Control_Group\0003.wav,0,0.132413,1.525,French,FR-Soprano-1,la famillle que l'on a choisie,French/FR-Soprano-1/la famillle que l'on a choisie,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\温柔\Control_Group\0015.wav,0,0.257993,1.622,Chinese,ZH-Alto-1,温柔,Chinese/ZH-Alto-1/温柔,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\manon\Paired_Speech_Group\0001.wav,0,0.435214,2.392,French,FR-Tenor-1,manon,French/FR-Tenor-1/manon,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\残酷月光\Falsetto_Group\0008.wav,1,0.499805,3.838,Chinese,ZH-Tenor-1,残酷月光,Chinese/ZH-Tenor-1/残酷月光,0.465
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Falsetto_Group\0017.wav,1,0.499071,5.37,Chinese,ZH-Alto-1,演员,Chinese/ZH-Alto-1/演员,0.74
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\guel ennui\Pharyngeal_Group\0003.wav,1,0.877451,9.561,French,FR-Soprano-1,guel ennui,French/FR-Soprano-1/guel ennui,0.462
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\le dernier train\Mixed_Voice_Group\0003.wav,0,0.597604,5.786,French,FR-Soprano-1,le dernier train,French/FR-Soprano-1/le dernier train,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\奇妙能力歌\Glissando_Group\0000.wav,1,0.54102,4.88,Chinese,ZH-Alto-1,奇妙能力歌,Chinese/ZH-Alto-1/奇妙能力歌,0.6
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\la famillle que l'on a choisie\Breathy_Group\0003.wav,0,0.583057,6.149,French,FR-Soprano-1,la famillle que l'on a choisie,French/FR-Soprano-1/la famillle que l'on a choisie,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0002.wav,1,0.637808,5.883,Chinese,ZH-Alto-1,失落沙洲,Chinese/ZH-Alto-1/失落沙洲,0.937
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\青花瓷\Mixed_Voice_Group\0005.wav,0,0.455634,5.135,Chinese,ZH-Alto-1,青花瓷,Chinese/ZH-Alto-1/青花瓷,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\后来\Falsetto_Group\0001.wav,1,0.075757,1.175,Chinese,ZH-Tenor-1,后来,Chinese/ZH-Tenor-1/后来,0.29
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\鸽子\Mixed_Voice_Group\0007.wav,1,0.523279,5.17,Chinese,ZH-Alto-1,鸽子,Chinese/ZH-Alto-1/鸽子,0.28
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\传奇\Glissando_Group\0006.wav,0,0.135206,1.545,Chinese,ZH-Tenor-1,传奇,Chinese/ZH-Tenor-1/传奇,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\空白格\Vibrato_Group\0002.wav,1,0.222807,2.54,Chinese,ZH-Tenor-1,空白格,Chinese/ZH-Tenor-1/空白格,0.46
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\越过山丘\Breathy_Group\0015.wav,0,0.2101,1.556,Chinese,ZH-Alto-1,越过山丘,Chinese/ZH-Alto-1/越过山丘,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0010.wav,1,0.114613,1.13,Chinese,ZH-Tenor-1,后来,Chinese/ZH-Tenor-1/后来,0.32
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\不染\Breathy_Group\0000.wav,1,0.500773,3.24,Chinese,ZH-Tenor-1,不染,Chinese/ZH-Tenor-1/不染,0.5
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\eden eden\Paired_Speech_Group\0012.wav,0,0.321138,1.501,French,FR-Soprano-1,eden eden,French/FR-Soprano-1/eden eden,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\les souvenirs\Vibrato_Group\0000.wav,0,0.642836,6.415,French,FR-Soprano-1,les souvenirs,French/FR-Soprano-1/les souvenirs,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\从前慢\Control_Group\0010.wav,0,0.490395,4.34,Chinese,ZH-Tenor-1,从前慢,Chinese/ZH-Tenor-1/从前慢,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0000.wav,0,0.241645,1.88,Chinese,ZH-Alto-1,演员,Chinese/ZH-Alto-1/演员,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\我真的受伤了\Breathy_Group\0002.wav,0,0.588991,6.42,Chinese,ZH-Tenor-1,我真的受伤了,Chinese/ZH-Tenor-1/我真的受伤了,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\la vaguelette\Control_Group\0002.wav,1,0.54538,8.034,French,FR-Soprano-1,la vaguelette,French/FR-Soprano-1/la vaguelette,0.472
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\lentement\Mixed_Voice_Group\0002.wav,0,0.252752,2.917,French,FR-Soprano-1,lentement,French/FR-Soprano-1/lentement,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Glissando\la fuite\Control_Group\0007.wav,0,0.295074,3.276,French,FR-Soprano-1,la fuite,French/FR-Soprano-1/la fuite,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\传奇\Control_Group\0007.wav,1,0.32015,2.558,Chinese,ZH-Tenor-1,传奇,Chinese/ZH-Tenor-1/传奇,0.204
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\Les Marionnettes\Breathy_Group\0002.wav,1,0.906695,12.006,French,FR-Tenor-1,Les Marionnettes,French/FR-Tenor-1/Les Marionnettes,1.711
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\鸽子\Falsetto_Group\0002.wav,1,0.493123,4.41,Chinese,ZH-Alto-1,鸽子,Chinese/ZH-Alto-1/鸽子,0.7
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0015.wav,1,0.510911,5.385,Chinese,ZH-Alto-1,演员,Chinese/ZH-Alto-1/演员,0.47
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\不能说的秘密\Mixed_Voice_Group\0011.wav,1,0.605288,6.41,Chinese,ZH-Tenor-1,不能说的秘密,Chinese/ZH-Tenor-1/不能说的秘密,0.5
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\南山南\Pharyngeal_Group\0004.wav,0,0.510792,10.105,Chinese,ZH-Tenor-1,南山南,Chinese/ZH-Tenor-1/南山南,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\adieu mon homme\Vibrato_Group\0007.wav,0,0.49754,5.022,French,FR-Soprano-1,adieu mon homme,French/FR-Soprano-1/adieu mon homme,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\讲真的\Falsetto_Group\0003.wav,0,0.520509,3.642,Chinese,ZH-Tenor-1,讲真的,Chinese/ZH-Tenor-1/讲真的,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\南山南\Vibrato_Group\0013.wav,1,0.453835,3.195,Chinese,ZH-Alto-1,南山南,Chinese/ZH-Alto-1/南山南,0.39
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\水星记\Control_Group\0000.wav,0,0.582689,3.77,Chinese,ZH-Tenor-1,水星记,Chinese/ZH-Tenor-1/水星记,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\le plus beau et le plus triste paysage du monde\Control_Group\0002.wav,0,0.149047,2.524,French,FR-Soprano-1,le plus beau et le plus triste paysage du monde,French/FR-Soprano-1/le plus beau et le plus triste paysage du monde,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\崇拜\Control_Group\0013.wav,0,0.159394,1.589,Chinese,ZH-Alto-1,崇拜,Chinese/ZH-Alto-1/崇拜,0.0
