item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,fp_margin
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Falsetto_Group#0015,EN-Alto-1,big big world,Falsetto_Group,falsetto_group,non_mix,0.492256,0.067256
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Control_Group#0006,EN-Tenor-1,Diamonds,Control_Group,control_negative,non_mix,0.489211,0.064211
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0008,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.488518,0.063518
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0005,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.487689,0.062689
English#EN-Alto-1#Breathy#who says#Control_Group#0003,EN-Alto-1,who says,Control_Group,control_negative,non_mix,0.485358,0.060358
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0003,EN-Tenor-1,Take a Bow,Falsetto_Group,falsetto_group,non_mix,0.485261,0.060261
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0003,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.484037,0.059037
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Control_Group#0014,EN-Tenor-1,Love on the Brain,Control_Group,control_negative,non_mix,0.48382,0.05882
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0008,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.4819,0.0569
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Control_Group#0002,EN-Alto-2,Let Her Go,Control_Group,control_negative,non_mix,0.481584,0.056584
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Falsetto_Group#0003,EN-Tenor-1,Love Story,Falsetto_Group,falsetto_group,non_mix,0.48114,0.05614
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0005,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.479686,0.054686
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0013,EN-Tenor-1,Love on the Brain,Falsetto_Group,falsetto_group,non_mix,0.479381,0.054381
English#EN-Tenor-1#Breathy#Long Live#Breathy_Group#0008,EN-Tenor-1,Long Live,Breathy_Group,breathy_group,non_mix,0.479346,0.054346
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Falsetto_Group#0001,EN-Alto-2,Lemon Tree,Falsetto_Group,falsetto_group,non_mix,0.479077,0.054077
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0006,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.479015,0.054015
English#EN-Tenor-1#Pharyngeal#Stay#Pharyngeal_Group#0002,EN-Tenor-1,Stay,Pharyngeal_Group,other_negative,non_mix,0.478143,0.053143
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Falsetto_Group#0007,EN-Tenor-1,I Knew You Were Trouble,Falsetto_Group,falsetto_group,non_mix,0.475382,0.050382
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0000,EN-Tenor-1,Cardigan,Falsetto_Group,falsetto_group,non_mix,0.474557,0.049557
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Control_Group#0000,EN-Alto-2,Try,Control_Group,control_negative,non_mix,0.474323,0.049323
English#EN-Tenor-1#Glissando#Someone Like You#Control_Group#0000,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.47349,0.04849
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0011,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.473467,0.048467
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Control_Group#0008,EN-Tenor-1,Shallow,Control_Group,control_negative,non_mix,0.47257,0.04757
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0001,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.471629,0.046629
English#EN-Tenor-1#Breathy#All I Ask#Breathy_Group#0008,EN-Tenor-1,All I Ask,Breathy_Group,breathy_group,non_mix,0.468028,0.043028
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Control_Group#0003,EN-Alto-2,My Heart Will Go On,Control_Group,control_negative,non_mix,0.467558,0.042558
English#EN-Tenor-1#Pharyngeal#Long Live#Pharyngeal_Group#0000,EN-Tenor-1,Long Live,Pharyngeal_Group,other_negative,non_mix,0.465695,0.040695
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0004,EN-Tenor-1,Love on the Brain,Falsetto_Group,falsetto_group,non_mix,0.465649,0.040649
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0003,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.465489,0.040489
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0004,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.463377,0.038377
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0000,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.462725,0.037725
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Control_Group#0001,EN-Alto-1,somewhere over the rainbow,Control_Group,control_negative,non_mix,0.462579,0.037579
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0009,EN-Tenor-1,Firework,Falsetto_Group,falsetto_group,non_mix,0.461936,0.036936
English#EN-Tenor-1#Breathy#Someone Like You#Control_Group#0002,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.461354,0.036354
English#EN-Tenor-1#Pharyngeal#Someone Like You#Control_Group#0002,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.461354,0.036354
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0007,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.460994,0.035994
English#EN-Tenor-1#Breathy#Someone Like You#Control_Group#0006,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.459187,0.034187
English#EN-Tenor-1#Pharyngeal#Someone Like You#Control_Group#0006,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.459187,0.034187
English#EN-Tenor-1#Vibrato#Someone Like You#Control_Group#0006,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.459187,0.034187
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0000,EN-Tenor-1,Firework,Falsetto_Group,falsetto_group,non_mix,0.457203,0.032203
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Control_Group#0010,EN-Tenor-1,Firework,Control_Group,control_negative,non_mix,0.456813,0.031813
English#EN-Tenor-1#Pharyngeal#Million Reasons#Pharyngeal_Group#0001,EN-Tenor-1,Million Reasons,Pharyngeal_Group,other_negative,non_mix,0.456736,0.031736
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Falsetto_Group#0007,EN-Tenor-1,What Was I Made For？,Falsetto_Group,falsetto_group,non_mix,0.456141,0.031141
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Falsetto_Group#0000,EN-Tenor-1,What Was I Made For？,Falsetto_Group,falsetto_group,non_mix,0.45585,0.03085
English#EN-Alto-1#Mixed_Voice_and_Falsetto#god is a girl#Control_Group#0005,EN-Alto-1,god is a girl,Control_Group,control_negative,non_mix,0.455844,0.030844
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Control_Group#0000,EN-Alto-2,Hello,Control_Group,control_negative,non_mix,0.455375,0.030375
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0018,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.45255,0.02755
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0004,EN-Tenor-1,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.451528,0.026528
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0001,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.451493,0.026493
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Rolling in the Deep#Control_Group#0007,EN-Tenor-1,Rolling in the Deep,Control_Group,control_negative,non_mix,0.450448,0.025448
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0006,EN-Tenor-1,You Belong With Me,Falsetto_Group,falsetto_group,non_mix,0.449922,0.024922
English#EN-Alto-2#Pharyngeal#You Raise Me Up#Pharyngeal_Group#0000,EN-Alto-2,You Raise Me Up,Pharyngeal_Group,other_negative,non_mix,0.448607,0.023607
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0003,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.447384,0.022384
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Control_Group#0000,EN-Tenor-1,Wildest Dreams,Control_Group,control_negative,non_mix,0.446223,0.021223
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Control_Group#0003,EN-Tenor-1,Diamonds,Control_Group,control_negative,non_mix,0.445648,0.020648
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Control_Group#0002,EN-Tenor-1,Always Remember Us This Way,Control_Group,control_negative,non_mix,0.44491,0.01991
English#EN-Alto-1#Breathy#who says#Control_Group#0016,EN-Alto-1,who says,Control_Group,control_negative,non_mix,0.444755,0.019755
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,control_negative,non_mix,0.442921,0.017921
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Talking to the Moon#Control_Group#0004,EN-Tenor-1,Talking to the Moon,Control_Group,control_negative,non_mix,0.441874,0.016874
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Control_Group#0003,EN-Tenor-1,Call Out My Name,Control_Group,control_negative,non_mix,0.440703,0.015703
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Falsetto_Group#0003,EN-Alto-1,somewhere over the rainbow,Falsetto_Group,falsetto_group,non_mix,0.440611,0.015611
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0000,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.440333,0.015333
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0000,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.440333,0.015333
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0006,EN-Tenor-1,Shallow,Falsetto_Group,falsetto_group,non_mix,0.438782,0.013782
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0014,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.437778,0.012778
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0007,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.435665,0.010665
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Falsetto_Group#0008,EN-Tenor-1,Style,Falsetto_Group,falsetto_group,non_mix,0.435258,0.010258
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0006,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.434841,0.009841
English#EN-Alto-1#Pharyngeal#tell me that you love me#Pharyngeal_Group#0007,EN-Alto-1,tell me that you love me,Pharyngeal_Group,other_negative,non_mix,0.434196,0.009196
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0002,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.432068,0.007068
English#EN-Tenor-1#Vibrato#Someone Like You#Vibrato_Group#0003,EN-Tenor-1,Someone Like You,Vibrato_Group,other_negative,non_mix,0.432032,0.007032
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0000,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.431765,0.006765
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0005,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.431246,0.006246
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Falsetto_Group#0002,EN-Tenor-1,Summertime Sadness,Falsetto_Group,falsetto_group,non_mix,0.430018,0.005018
English#EN-Tenor-1#Pharyngeal#You Belong With Me#Pharyngeal_Group#0006,EN-Tenor-1,You Belong With Me,Pharyngeal_Group,other_negative,non_mix,0.429491,0.004491
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Know Places#Control_Group#0002,EN-Tenor-1,I Know Places,Control_Group,control_negative,non_mix,0.429383,0.004383
English#EN-Alto-1#Breathy#treasure#Control_Group#0005,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.428381,0.003381
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0003,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.427433,0.002433
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0000,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.427113,0.002113
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Falsetto_Group#0007,EN-Alto-1,big big world,Falsetto_Group,falsetto_group,non_mix,0.426502,0.001502
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Falsetto_Group#0005,EN-Alto-1,somewhere over the rainbow,Falsetto_Group,falsetto_group,non_mix,0.426241,0.001241
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0002,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.426143,0.001143
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0010,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.426116,0.001116
English#EN-Alto-1#Pharyngeal#clouds#Pharyngeal_Group#0017,EN-Alto-1,clouds,Pharyngeal_Group,other_negative,non_mix,0.426023,0.001023
English#EN-Tenor-1#Breathy#Someone Like You#Breathy_Group#0007,EN-Tenor-1,Someone Like You,Breathy_Group,breathy_group,non_mix,0.425844,0.000844
English#EN-Alto-2#Breathy#Love Story#Breathy_Group#0001,EN-Alto-2,Love Story,Breathy_Group,breathy_group,non_mix,0.425186,0.000186
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Control_Group#0010,EN-Alto-1,big big world,Control_Group,control_negative,non_mix,0.425077,7.7e-05
