item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,threshold_gap
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0001,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.02208,0.37792
English#EN-Tenor-1#Breathy#Long Live#Control_Group#0011,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.021945,0.378055
English#EN-Tenor-1#Glissando#Long Live#Control_Group#0011,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.021945,0.378055
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0011,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.021945,0.378055
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0002,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.02193,0.37807
English#EN-Tenor-1#Glissando#Stay#Control_Group#0010,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.021854,0.378146
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Mixed_Voice_Group#0009,EN-Tenor-1,Cardigan,Mixed_Voice_Group,positive_mix,clear_mix,0.021749,0.378251
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Blank Space#Mixed_Voice_Group#0003,EN-Tenor-1,Blank Space,Mixed_Voice_Group,positive_mix,clear_mix,0.021634,0.378366
English#EN-Tenor-1#Breathy#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.021592,0.378408
English#EN-Tenor-1#Glissando#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.021592,0.378408
English#EN-Tenor-1#Vibrato#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.021592,0.378408
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0011,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.021543,0.378457
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0004,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.021519,0.378481
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Control_Group#0007,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.0215,0.3785
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Control_Group#0007,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.0215,0.3785
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0007,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.0215,0.3785
English#EN-Tenor-1#Glissando#Long Live#Glissando_Group#0011,EN-Tenor-1,Long Live,Glissando_Group,positive_mix,clear_mix,0.021381,0.378619
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Mixed_Voice_Group#0005,EN-Tenor-1,Summertime Sadness,Mixed_Voice_Group,positive_mix,clear_mix,0.021314,0.378686
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0010,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.021174,0.378826
English#EN-Tenor-1#Vibrato#What Was I Made For？#Vibrato_Group#0006,EN-Tenor-1,What Was I Made For？,Vibrato_Group,positive_mix,clear_mix,0.021063,0.378937
English#EN-Tenor-1#Vibrato#Someone Like You#Vibrato_Group#0000,EN-Tenor-1,Someone Like You,Vibrato_Group,positive_mix,clear_mix,0.021014,0.378986
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0009,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.020996,0.379004
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0009,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.020966,0.379034
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Mixed_Voice_Group#0002,EN-Tenor-1,Wildest Dreams,Mixed_Voice_Group,positive_mix,clear_mix,0.020838,0.379162
English#EN-Tenor-1#Breathy#Enchanted#Control_Group#0006,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.020816,0.379184
English#EN-Tenor-1#Pharyngeal#Enchanted#Control_Group#0006,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.020816,0.379184
English#EN-Tenor-1#Vibrato#Enchanted#Control_Group#0006,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.020816,0.379184
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0013,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.02077,0.37923
English#EN-Tenor-1#Vibrato#Shallow#Vibrato_Group#0004,EN-Tenor-1,Shallow,Vibrato_Group,positive_mix,clear_mix,0.02072,0.37928
English#EN-Tenor-1#Glissando#Million Reasons#Glissando_Group#0001,EN-Tenor-1,Million Reasons,Glissando_Group,positive_mix,clear_mix,0.020569,0.379431
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Mixed_Voice_Group#0004,EN-Tenor-1,Summertime Sadness,Mixed_Voice_Group,positive_mix,clear_mix,0.020524,0.379476
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0001,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.020484,0.379516
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Mixed_Voice_Group#0009,EN-Tenor-1,You Belong With Me,Mixed_Voice_Group,positive_mix,clear_mix,0.020343,0.379657
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Glissando_Group#0003,EN-Tenor-1,I Knew You Were Trouble,Glissando_Group,positive_mix,clear_mix,0.020324,0.379676
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0002,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.02025,0.37975
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Know Places#Mixed_Voice_Group#0000,EN-Tenor-1,I Know Places,Mixed_Voice_Group,positive_mix,clear_mix,0.020204,0.379796
English#EN-Tenor-1#Vibrato#Stay#Vibrato_Group#0001,EN-Tenor-1,Stay,Vibrato_Group,positive_mix,clear_mix,0.020134,0.379866
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Mixed_Voice_Group#0007,EN-Tenor-1,What Was I Made For？,Mixed_Voice_Group,positive_mix,clear_mix,0.020126,0.379874
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Mixed_Voice_Group#0004,EN-Tenor-1,Young and Beautiful,Mixed_Voice_Group,positive_mix,clear_mix,0.020093,0.379907
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Vibrato_Group#0009,EN-Tenor-1,Always Remember Us This Way,Vibrato_Group,positive_mix,clear_mix,0.019998,0.380002
English#EN-Tenor-1#Vibrato#You Belong With Me#Vibrato_Group#0006,EN-Tenor-1,You Belong With Me,Vibrato_Group,positive_mix,clear_mix,0.019987,0.380013
English#EN-Tenor-1#Glissando#Stay#Control_Group#0008,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.019879,0.380121
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0002,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.019842,0.380158
English#EN-Tenor-1#Glissando#All I Ask#Control_Group#0004,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.019838,0.380162
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Mixed_Voice_Group#0006,EN-Tenor-1,Style,Mixed_Voice_Group,positive_mix,clear_mix,0.019633,0.380367
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0009,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.019438,0.380562
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.019317,0.380683
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.019317,0.380683
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.019317,0.380683
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0011,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.019277,0.380723
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Mixed_Voice_Group#0006,EN-Tenor-1,Unconditionally,Mixed_Voice_Group,positive_mix,clear_mix,0.019228,0.380772
English#EN-Tenor-1#Glissando#Million Reasons#Control_Group#0008,EN-Tenor-1,Million Reasons,Control_Group,positive_mix,clear_mix,0.019154,0.380846
English#EN-Tenor-1#Vibrato#Million Reasons#Vibrato_Group#0006,EN-Tenor-1,Million Reasons,Vibrato_Group,positive_mix,clear_mix,0.018941,0.381059
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Mixed_Voice_Group#0000,EN-Tenor-1,Love Story,Mixed_Voice_Group,positive_mix,clear_mix,0.018926,0.381074
English#EN-Tenor-1#Breathy#Long Live#Control_Group#0003,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.018882,0.381118
English#EN-Tenor-1#Glissando#Long Live#Control_Group#0003,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.018882,0.381118
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0003,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.018882,0.381118
English#EN-Tenor-1#Vibrato#Long Live#Control_Group#0003,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.018882,0.381118
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Mixed_Voice_Group#0000,EN-Tenor-1,Call Out My Name,Mixed_Voice_Group,positive_mix,clear_mix,0.018704,0.381296
English#EN-Tenor-1#Vibrato#Someone Like You#Control_Group#0000,EN-Tenor-1,Someone Like You,Control_Group,positive_mix,clear_mix,0.018648,0.381352
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0007,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.01864,0.38136
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Vibrato_Group#0012,EN-Tenor-1,Always Remember Us This Way,Vibrato_Group,positive_mix,clear_mix,0.018628,0.381372
English#EN-Tenor-1#Vibrato#Million Reasons#Vibrato_Group#0008,EN-Tenor-1,Million Reasons,Vibrato_Group,positive_mix,clear_mix,0.018614,0.381386
English#EN-Tenor-1#Glissando#Rolling in the Deep#Control_Group#0002,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.018602,0.381398
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0002,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.018511,0.381489
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0002,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.018323,0.381677
English#EN-Tenor-1#Breathy#Stay#Control_Group#0004,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.018262,0.381738
English#EN-Tenor-1#Pharyngeal#Stay#Control_Group#0004,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.018262,0.381738
English#EN-Tenor-1#Vibrato#Stay#Control_Group#0005,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.018262,0.381738
English#EN-Tenor-1#Glissando#All I Ask#Control_Group#0006,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.018239,0.381761
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Control_Group#0006,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.018226,0.381774
English#EN-Tenor-1#Vibrato#You Belong With Me#Vibrato_Group#0011,EN-Tenor-1,You Belong With Me,Vibrato_Group,positive_mix,clear_mix,0.018033,0.381967
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0005,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.017928,0.382072
English#EN-Tenor-1#Pharyngeal#Stay#Control_Group#0000,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.017909,0.382091
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0010,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.017738,0.382262
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0011,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.017671,0.382329
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Mixed_Voice_Group#0001,EN-Tenor-1,Someone You Loved,Mixed_Voice_Group,positive_mix,clear_mix,0.017608,0.382392
English#EN-Tenor-1#Glissando#Stay#Control_Group#0002,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.017561,0.382439
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Mixed_Voice_Group#0002,EN-Tenor-1,Cardigan,Mixed_Voice_Group,positive_mix,clear_mix,0.017551,0.382449
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0000,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.017506,0.382494
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Mixed_Voice_Group#0006,EN-Tenor-1,Firework,Mixed_Voice_Group,positive_mix,clear_mix,0.017453,0.382547
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Control_Group#0006,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.017392,0.382608
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Control_Group#0006,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.017392,0.382608
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0006,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.017392,0.382608
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0000,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.017375,0.382625
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Mixed_Voice_Group#0005,EN-Tenor-1,Umbrella,Mixed_Voice_Group,positive_mix,clear_mix,0.017317,0.382683
English#EN-Tenor-1#Vibrato#Rolling in the Deep#Vibrato_Group#0000,EN-Tenor-1,Rolling in the Deep,Vibrato_Group,positive_mix,head_mix,0.017183,0.382817
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Mixed_Voice_Group#0005,EN-Tenor-1,Call Out My Name,Mixed_Voice_Group,positive_mix,clear_mix,0.017146,0.382854
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Mixed_Voice_Group#0001,EN-Tenor-1,Diamonds,Mixed_Voice_Group,positive_mix,clear_mix,0.017069,0.382931
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Mixed_Voice_Group#0005,EN-Tenor-1,Love Story,Mixed_Voice_Group,positive_mix,clear_mix,0.017052,0.382948
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Mixed_Voice_Group#0004,EN-Tenor-1,Call Out My Name,Mixed_Voice_Group,positive_mix,clear_mix,0.017002,0.382998
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Mixed_Voice_Group#0003,EN-Tenor-1,Diamonds,Mixed_Voice_Group,positive_mix,clear_mix,0.016981,0.383019
English#EN-Tenor-1#Breathy#Stay#Control_Group#0005,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.016976,0.383024
English#EN-Tenor-1#Vibrato#Rolling in the Deep#Vibrato_Group#0004,EN-Tenor-1,Rolling in the Deep,Vibrato_Group,positive_mix,clear_mix,0.016921,0.383079
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0009,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.016882,0.383118
English#EN-Tenor-1#Vibrato#What Was I Made For？#Vibrato_Group#0005,EN-Tenor-1,What Was I Made For？,Vibrato_Group,positive_mix,clear_mix,0.016788,0.383212
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Mixed_Voice_Group#0005,EN-Tenor-1,You Belong With Me,Mixed_Voice_Group,positive_mix,clear_mix,0.016626,0.383374
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Know Places#Mixed_Voice_Group#0002,EN-Tenor-1,I Know Places,Mixed_Voice_Group,positive_mix,clear_mix,0.016588,0.383412
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0012,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.016542,0.383458
English#EN-Tenor-1#Vibrato#Million Reasons#Vibrato_Group#0000,EN-Tenor-1,Million Reasons,Vibrato_Group,positive_mix,clear_mix,0.016271,0.383729
English#EN-Tenor-1#Vibrato#Million Reasons#Vibrato_Group#0007,EN-Tenor-1,Million Reasons,Vibrato_Group,positive_mix,clear_mix,0.016248,0.383752
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0008,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.016161,0.383839
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Mixed_Voice_Group#0003,EN-Tenor-1,What Was I Made For？,Mixed_Voice_Group,positive_mix,clear_mix,0.016127,0.383873
English#EN-Alto-1#Vibrato#my heart will go on#Vibrato_Group#0009,EN-Alto-1,my heart will go on,Vibrato_Group,positive_mix,clear_mix,0.016087,0.383913
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Control_Group#0005,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.015928,0.384072
English#EN-Tenor-1#Vibrato#What Was I Made For？#Vibrato_Group#0002,EN-Tenor-1,What Was I Made For？,Vibrato_Group,positive_mix,clear_mix,0.015702,0.384298
English#EN-Tenor-1#Glissando#All I Ask#Glissando_Group#0005,EN-Tenor-1,All I Ask,Glissando_Group,positive_mix,clear_mix,0.015584,0.384416
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Mixed_Voice_Group#0000,EN-Tenor-1,I Knew You Were Trouble,Mixed_Voice_Group,positive_mix,clear_mix,0.015449,0.384551
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0012,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.015343,0.384657
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Vibrato_Group#0004,EN-Tenor-1,Always Remember Us This Way,Vibrato_Group,positive_mix,clear_mix,0.015339,0.384661
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0009,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.015254,0.384746
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0002,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.015206,0.384794
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0002,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.015187,0.384813
English#EN-Tenor-1#Breathy#Someone Like You#Breathy_Group#0004,EN-Tenor-1,Someone Like You,Breathy_Group,positive_mix,breathy_mix,0.015185,0.384815
English#EN-Tenor-1#Glissando#Stay#Control_Group#0006,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.015041,0.384959
English#EN-Tenor-1#Breathy#Long Live#Control_Group#0007,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.015023,0.384977
English#EN-Tenor-1#Glissando#Long Live#Control_Group#0007,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.015023,0.384977
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0007,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.015023,0.384977
English#EN-Tenor-1#Vibrato#Long Live#Control_Group#0007,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.015023,0.384977
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Mixed_Voice_Group#0012,EN-Alto-1,you raise me up,Mixed_Voice_Group,positive_mix,clear_mix,0.014938,0.385062
English#EN-Tenor-1#Vibrato#Stay#Vibrato_Group#0009,EN-Tenor-1,Stay,Vibrato_Group,positive_mix,clear_mix,0.01488,0.38512
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0001,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.014757,0.385243
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Vibrato_Group#0006,EN-Tenor-1,Always Remember Us This Way,Vibrato_Group,positive_mix,clear_mix,0.014755,0.385245
English#EN-Tenor-1#Glissando#What Was I Made For？#Glissando_Group#0009,EN-Tenor-1,What Was I Made For？,Glissando_Group,positive_mix,clear_mix,0.01472,0.38528
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Control_Group#0006,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.014713,0.385287
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0013,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.014712,0.385288
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Mixed_Voice_Group#0000,EN-Tenor-1,Take a Bow,Mixed_Voice_Group,positive_mix,clear_mix,0.014653,0.385347
English#EN-Tenor-1#Vibrato#What Was I Made For？#Vibrato_Group#0003,EN-Tenor-1,What Was I Made For？,Vibrato_Group,positive_mix,clear_mix,0.014593,0.385407
English#EN-Tenor-1#Glissando#Rolling in the Deep#Control_Group#0004,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.014547,0.385453
English#EN-Tenor-1#Vibrato#Long Live#Control_Group#0001,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.014502,0.385498
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0006,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.014501,0.385499
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Mixed_Voice_Group#0001,EN-Tenor-1,Cardigan,Mixed_Voice_Group,positive_mix,clear_mix,0.014478,0.385522
English#EN-Tenor-1#Breathy#You Belong With Me#Control_Group#0012,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.014367,0.385633
English#EN-Tenor-1#Vibrato#Stay#Vibrato_Group#0010,EN-Tenor-1,Stay,Vibrato_Group,positive_mix,clear_mix,0.014342,0.385658
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Mixed_Voice_Group#0008,EN-Tenor-1,Diamonds,Mixed_Voice_Group,positive_mix,clear_mix,0.014272,0.385728
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0005,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.01425,0.38575
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0003,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.014179,0.385821
English#EN-Tenor-1#Breathy#Stay#Control_Group#0003,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.014157,0.385843
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Mixed_Voice_Group#0002,EN-Tenor-1,Diamonds,Mixed_Voice_Group,positive_mix,clear_mix,0.01412,0.38588
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Mixed_Voice_Group#0001,EN-Tenor-1,What Was I Made For？,Mixed_Voice_Group,positive_mix,clear_mix,0.0141,0.3859
English#EN-Tenor-1#Glissando#Stay#Glissando_Group#0009,EN-Tenor-1,Stay,Glissando_Group,positive_mix,clear_mix,0.014039,0.385961
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Back to December#Mixed_Voice_Group#0006,EN-Tenor-1,Back to December,Mixed_Voice_Group,positive_mix,clear_mix,0.013933,0.386067
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Mixed_Voice_Group#0004,EN-Tenor-1,I Knew You Were Trouble,Mixed_Voice_Group,positive_mix,clear_mix,0.013878,0.386122
English#EN-Tenor-1#Vibrato#Million Reasons#Vibrato_Group#0005,EN-Tenor-1,Million Reasons,Vibrato_Group,positive_mix,clear_mix,0.013814,0.386186
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Vibrato_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Vibrato_Group,positive_mix,clear_mix,0.013774,0.386226
English#EN-Tenor-1#Breathy#Long Live#Control_Group#0010,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.013764,0.386236
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0010,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.013764,0.386236
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Vibrato_Group#0007,EN-Tenor-1,I Knew You Were Trouble,Vibrato_Group,positive_mix,clear_mix,0.013735,0.386265
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0012,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.013672,0.386328
English#EN-Tenor-1#Vibrato#What Was I Made For？#Control_Group#0011,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.013672,0.386328
English#EN-Tenor-1#Vibrato#You Belong With Me#Control_Group#0012,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.013663,0.386337
English#EN-Tenor-1#Pharyngeal#You Belong With Me#Control_Group#0012,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.013656,0.386344
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Mixed_Voice_Group#0001,EN-Tenor-1,August,Mixed_Voice_Group,positive_mix,clear_mix,0.013517,0.386483
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Control_Group#0012,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.013456,0.386544
English#EN-Tenor-1#Breathy#Enchanted#Control_Group#0005,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.013406,0.386594
English#EN-Tenor-1#Pharyngeal#Enchanted#Control_Group#0005,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.013406,0.386594
English#EN-Tenor-1#Vibrato#Enchanted#Control_Group#0005,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.013406,0.386594
English#EN-Tenor-1#Glissando#Stay#Glissando_Group#0006,EN-Tenor-1,Stay,Glissando_Group,positive_mix,clear_mix,0.013404,0.386596
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0001,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.013381,0.386619
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0014,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.01338,0.38662
